;model;time;distance;cum_demand_mean;distance_mean;num_nodes_mean;cum_demand_std;distance_std;num_nodes_std;cum_demand_min;distance_min;num_nodes_min;cum_demand_max;distance_max;num_nodes_max;data_id;size
171;OR-Tools;0.794049;23.650919699999996;46.667;1.971;10.167;7.703;0.776;1.946;23.0;0.523;5.0;50.0;3.05;12.0;85;110
172;RL;0.145027;18.856351733207703;48.909;1.714;10.0;1.044;0.443;2.0;47.0;1.03;7.0;50.0;2.423;13.0;86;110
173;OR-Tools;0.676835;19.6430436;48.909;1.786;11.0;2.982;0.517;1.265;40.0;1.232;9.0;50.0;2.918;13.0;86;110
174;RL;0.138963;14.952574733644724;44.917;1.246;9.167;11.501;0.428;3.129;9.0;0.045;1.0;50.0;1.676;14.0;87;110
175;OR-Tools;0.520853;16.6468431;49.0;1.513;11.0;2.324;0.56;1.483;43.0;0.554;8.0;50.0;2.749;13.0;87;110
176;RL;0.155958;18.125101625919342;48.455;1.648;10.0;2.622;0.46;1.897;43.0;0.977;7.0;50.0;2.644;14.0;88;110
177;OR-Tools;0.895018;19.1968095;48.455;1.745;11.0;4.156;0.603;1.732;36.0;0.979;9.0;50.0;2.906;14.0;88;110
178;RL;0.141619;15.880645871162415;47.727;1.444;10.0;5.312;0.359;1.949;33.0;0.783;6.0;50.0;2.122;14.0;89;110
179;OR-Tools;0.769749;16.6785412;47.727;1.516;11.0;5.002;0.459;2.793;33.0;0.678;7.0;50.0;2.445;18.0;89;110
180;RL;0.160999;18.165878653526306;44.538;1.397;8.462;8.472;0.544;2.106;21.0;0.546;3.0;50.0;2.176;10.0;90;110
181;OR-Tools;0.573721;18.1408632;48.25;1.512;10.167;2.832;0.502;1.403;41.0;0.869;8.0;50.0;2.151;12.0;90;110
182;RL;0.177963;19.416958793997765;44.692;1.494;8.462;13.275;0.631;2.847;2.0;0.179;1.0;50.0;2.26;11.0;91;110
183;OR-Tools;0.615209;20.321677699999995;48.417;1.693;10.167;2.906;0.623;1.85;41.0;0.744;8.0;50.0;2.904;14.0;91;110
184;RL;0.153003;19.36139404773712;47.25;1.613;9.167;4.92;0.499;2.038;37.0;0.564;6.0;50.0;2.238;14.0;92;110
185;OR-Tools;0.862318;19.420735;47.25;1.618;10.167;6.58;0.636;1.337;28.0;0.284;8.0;50.0;2.556;12.0;92;110
186;RL;0.144962;21.893439441919327;46.167;1.824;9.167;8.483;0.776;3.07;20.0;0.334;3.0;50.0;2.877;14.0;93;110
187;OR-Tools;0.647716;22.2273706;46.167;1.852;10.167;12.044;0.832;3.38;8.0;0.07;2.0;50.0;3.165;16.0;93;110
188;RL;0.158999;18.849062740802765;46.25;1.571;9.167;6.703;0.479;2.329;28.0;0.815;6.0;50.0;2.54;13.0;94;110
189;OR-Tools;0.635161;18.856368500000006;46.25;1.571;10.167;9.411;0.648;2.368;17.0;0.511;5.0;50.0;3.134;14.0;94;110
190;RL;0.137964;18.118287593126297;44.615;1.394;8.462;12.176;0.537;2.904;11.0;0.467;2.0;50.0;2.278;12.0;95;110
191;OR-Tools;0.710038;18.0385708;48.333;1.503;10.167;2.902;0.497;1.85;42.0;0.804;8.0;50.0;2.269;14.0;95;110
192;RL;0.156008;18.382563024759293;43.615;1.414;8.462;12.447;0.645;2.904;8.0;0.113;1.0;50.0;2.162;13.0;96;110
193;OR-Tools;0.739975;18.0491898;47.25;1.504;10.167;4.515;0.554;1.899;35.0;0.638;8.0;50.0;2.188;14.0;96;110
194;RL;0.16;18.732961118221283;45.75;1.561;9.167;11.371;0.572;2.623;10.0;0.29;2.0;50.0;2.345;13.0;97;110
195;OR-Tools;0.582325;20.932142399999996;49.909;1.903;11.0;0.302;0.457;1.483;49.0;1.193;10.0;50.0;2.53;15.0;97;110
196;RL;0.175964;20.509630501270294;44.5;1.709;9.167;12.958;0.779;3.46;5.0;0.345;1.0;50.0;2.678;15.0;98;110
197;OR-Tools;0.691037;20.276184499999996;48.545;1.843;11.0;2.505;0.685;2.145;42.0;0.715;8.0;50.0;2.758;15.0;98;110
198;RL;0.175965;15.736964225769043;46.833;1.311;9.167;5.441;0.402;2.29;31.0;0.681;4.0;50.0;2.108;12.0;99;110
199;OR-Tools;0.854084;16.272832;46.833;1.356;10.167;4.324;0.503;1.749;35.0;0.811;7.0;50.0;2.304;13.0;99;110
0;RL;0.186963;17.509312286973;46.071;1.251;8.571;10.745;0.464;2.344;9.0;0.147;1.0;50.0;1.89;11.0;0;120
1;OR-Tools;1.217035;18.694535300000002;49.615;1.438;10.231;0.65;0.572;1.363;48.0;0.52;8.0;50.0;2.271;13.0;0;120
2;RL;0.181979;19.85931307077408;47.667;1.655;10.0;4.905;0.557;2.828;35.0;0.608;5.0;50.0;2.273;13.0;1;120
3;OR-Tools;1.054774;20.2173744;47.667;1.685;11.0;4.141;0.544;1.758;39.0;0.917;7.0;50.0;2.438;14.0;1;120
4;RL;0.177967;19.37323969602585;45.571;1.384;8.571;10.704;0.625;2.593;9.0;0.13;1.0;50.0;2.522;12.0;2;120
5;OR-Tools;0.940418;19.791919600000007;49.077;1.522;10.231;2.019;0.585;1.589;43.0;0.38;7.0;50.0;2.293;12.0;2;120
6;RL;0.172964;16.961586460471153;44.714;1.212;8.571;10.716;0.437;2.738;9.0;0.187;1.0;50.0;1.894;12.0;3;120
7;OR-Tools;0.982612;17.582423700000003;48.154;1.352;10.231;2.882;0.363;2.166;40.0;0.876;6.0;50.0;1.95;14.0;3;120
8;RL;0.17496;18.17996323108673;46.231;1.398;9.231;6.99;0.482;1.787;24.0;0.646;5.0;50.0;2.044;13.0;4;120
9;OR-Tools;1.14481;20.2793378;46.231;1.56;10.231;8.964;0.632;2.619;17.0;0.266;4.0;50.0;2.557;14.0;4;120
10;RL;0.150966;16.339022874832153;46.769;1.257;9.231;5.555;0.269;2.204;29.0;0.839;4.0;50.0;1.711;12.0;5;120
11;OR-Tools;0.716265;17.3750091;46.769;1.337;10.231;4.585;0.381;2.127;34.0;0.712;6.0;50.0;1.975;15.0;5;120
12;RL;0.168963;18.76399201154709;48.231;1.443;9.231;1.787;0.503;1.536;45.0;0.704;6.0;50.0;2.191;11.0;6;120
13;OR-Tools;0.675073;19.198314600000003;48.231;1.477;10.231;4.935;0.552;2.166;32.0;0.531;6.0;50.0;2.275;14.0;6;120
14;RL;0.184962;18.271382927894592;46.333;1.523;10.0;6.243;0.508;2.663;33.0;0.828;5.0;50.0;2.565;14.0;7;120
15;OR-Tools;0.965012;18.9629075;46.333;1.58;11.0;12.702;0.643;3.438;6.0;0.123;2.0;50.0;2.58;15.0;7;120
16;RL;0.159965;19.747892409563065;46.154;1.519;9.231;9.026;0.555;2.587;17.0;0.271;2.0;50.0;2.415;13.0;8;120
17;OR-Tools;0.572106;21.445003800000002;50.0;1.787;11.0;0.0;0.458;1.758;50.0;1.178;9.0;50.0;2.556;14.0;8;120
18;RL;0.18896;22.387715101242065;45.769;1.722;9.231;9.558;0.616;2.976;15.0;0.458;2.0;50.0;2.7;12.0;9;120
19;OR-Tools;1.236889;22.073752600000002;45.769;1.698;10.231;11.204;0.66;2.774;9.0;0.09;2.0;50.0;2.55;13.0;9;120
20;RL;0.188996;15.46613347530365;46.167;1.289;10.0;8.343;0.391;2.558;20.0;0.305;4.0;50.0;1.848;14.0;10;120
21;OR-Tools;0.738557;16.434105600000002;46.167;1.37;11.0;4.914;0.587;2.374;38.0;0.467;7.0;50.0;2.732;15.0;10;120
22;RL;0.173994;18.043940097093582;46.308;1.388;9.231;10.641;0.57;3.032;11.0;0.295;2.0;50.0;2.426;15.0;11;120
23;OR-Tools;1.218959;19.253117699999994;46.308;1.481;10.231;7.983;0.605;2.587;24.0;0.626;5.0;50.0;2.769;15.0;11;120
24;RL;0.161999;19.180785298347473;44.692;1.475;9.231;10.427;0.579;2.976;16.0;0.365;3.0;50.0;2.37;13.0;12;120
25;OR-Tools;0.835867;19.006510100000003;48.417;1.584;11.0;3.704;0.615;2.296;37.0;0.515;7.0;50.0;2.457;16.0;12;120
26;RL;0.232966;15.322689473628998;47.231;1.179;9.231;4.494;0.341;2.088;34.0;0.739;6.0;50.0;1.701;13.0;13;120
27;OR-Tools;0.790589;15.799381200000001;47.231;1.215;10.231;5.036;0.484;2.088;32.0;0.41;6.0;50.0;1.886;14.0;13;120
28;RL;0.172005;22.700274884700775;45.857;1.621;8.571;10.989;0.597;2.623;8.0;0.548;1.0;50.0;2.532;12.0;14;120
29;OR-Tools;1.22338;23.3327907;49.385;1.795;10.231;1.325;0.603;1.166;46.0;0.866;9.0;50.0;3.077;13.0;14;120
30;RL;0.164998;19.942721664905548;47.308;1.534;9.231;6.524;0.587;1.964;26.0;0.631;5.0;50.0;2.407;13.0;15;120
31;OR-Tools;0.777061;21.184738699999997;47.308;1.63;10.231;5.282;0.641;2.279;33.0;0.635;7.0;50.0;2.451;14.0;15;120
32;RL;0.189966;20.459100246429443;45.385;1.574;9.231;10.259;0.595;2.976;17.0;0.568;3.0;50.0;2.459;12.0;16;120
33;OR-Tools;0.831722;20.461652500000003;49.167;1.705;11.0;1.642;0.668;1.414;45.0;0.869;9.0;50.0;2.855;14.0;16;120
34;RL;0.176162;19.555577635765076;46.308;1.504;9.231;7.216;0.547;2.682;23.0;0.314;3.0;50.0;2.318;13.0;17;120
35;OR-Tools;0.600594;19.6827886;46.308;1.514;10.231;7.899;0.597;2.682;22.0;0.278;4.0;50.0;2.489;14.0;17;120
36;RL;0.164963;21.5249063372612;45.071;1.537;8.571;10.141;0.642;2.441;13.0;0.275;3.0;50.0;2.426;11.0;18;120
37;OR-Tools;1.034684;21.462852299999998;48.538;1.651;10.231;2.665;0.645;1.787;41.0;0.409;7.0;50.0;2.667;13.0;18;120
38;RL;0.18096;16.313925862312317;48.538;1.255;9.231;1.561;0.365;1.691;46.0;0.533;7.0;50.0;1.867;13.0;19;120
39;OR-Tools;0.903145;16.7023311;48.538;1.285;10.231;3.597;0.403;1.589;37.0;0.603;7.0;50.0;1.95;13.0;19;120
40;RL;0.177046;20.24236673116684;44.462;1.557;9.231;11.949;0.712;3.295;9.0;0.13;1.0;50.0;2.54;13.0;20;120
41;OR-Tools;0.836088;20.515018;48.167;1.71;11.0;4.218;0.69;2.629;36.0;0.52;7.0;50.0;2.613;16.0;20;120
42;RL;0.154003;22.809799075126648;46.917;1.901;10.0;6.082;0.601;3.191;28.0;0.935;5.0;50.0;3.153;18.0;21;120
43;OR-Tools;0.781037;23.021254000000003;46.917;1.918;11.0;6.052;0.572;2.335;29.0;0.971;7.0;50.0;2.899;15.0;21;120
44;RL;0.193976;17.284843385219574;45.286;1.235;8.571;8.922;0.446;2.652;16.0;0.224;2.0;50.0;1.731;13.0;22;120
45;OR-Tools;1.102133;18.1540086;48.769;1.396;10.231;2.166;0.422;1.787;43.0;0.684;8.0;50.0;1.981;13.0;22;120
46;RL;0.157962;17.822600658982992;43.067;1.188;8.0;14.959;0.507;3.185;4.0;0.048;1.0;50.0;1.9;12.0;23;120
47;OR-Tools;1.163047;18.432774400000003;49.692;1.418;10.231;0.63;0.509;1.536;48.0;0.817;8.0;50.0;2.502;14.0;23;120
48;RL;0.212966;18.185533463954926;46.067;1.212;8.0;8.556;0.433;2.36;16.0;0.264;2.0;50.0;2.014;11.0;24;120
49;OR-Tools;0.787328;19.947441499999996;49.357;1.425;9.571;1.336;0.55;1.453;46.0;0.748;8.0;50.0;2.631;12.0;24;120
50;RL;0.162996;15.860831439495087;47.167;1.322;10.0;6.177;0.263;2.335;28.0;0.807;5.0;50.0;1.695;13.0;25;120
51;OR-Tools;0.946326;15.934002699999999;47.167;1.328;11.0;4.609;0.407;2.663;35.0;0.83;7.0;50.0;2.254;17.0;25;120
52;RL;0.179969;20.357180535793304;47.667;1.696;10.0;3.651;0.507;1.954;38.0;0.763;7.0;50.0;2.421;15.0;26;120
53;OR-Tools;1.25574;19.632985200000004;47.667;1.636;11.0;4.03;0.553;1.954;36.0;0.763;7.0;50.0;2.363;14.0;26;120
54;RL;0.174099;20.11624202132225;45.231;1.547;9.231;11.49;0.575;3.004;8.0;0.36;1.0;50.0;2.454;13.0;27;120
55;OR-Tools;1.183682;21.545529600000005;49.0;1.795;11.0;2.374;0.581;2.374;42.0;0.883;8.0;50.0;2.54;16.0;27;120
56;RL;0.195995;20.84016853570938;48.308;1.603;9.231;4.347;0.563;1.787;34.0;0.651;7.0;50.0;2.475;13.0;28;120
57;OR-Tools;0.823639;20.969039599999995;48.308;1.613;10.231;4.09;0.622;2.088;35.0;0.43;6.0;50.0;2.51;13.0;28;120
58;RL;0.169045;21.704994559288025;45.5;1.55;8.571;10.479;0.606;2.441;11.0;0.244;2.0;50.0;2.305;12.0;29;120
59;OR-Tools;0.897833;21.568637600000002;49.0;1.659;10.231;1.155;0.648;1.481;47.0;0.445;8.0;50.0;2.696;13.0;29;120
60;RL;0.166994;21.139568328857422;46.286;1.51;8.571;10.788;0.538;2.503;9.0;0.403;1.0;50.0;2.186;12.0;30;120
61;OR-Tools;0.953239;21.3775403;46.286;1.527;9.571;10.773;0.582;2.174;9.0;0.22;3.0;50.0;2.341;12.0;30;120
62;RL;0.188009;23.771204501390457;45.923;1.829;9.231;11.191;0.676;2.862;9.0;0.39;1.0;50.0;2.715;13.0;31;120
63;OR-Tools;0.818038;24.2775477;49.75;2.023;11.0;0.452;0.694;2.256;49.0;0.896;8.0;50.0;2.906;15.0;31;120
64;RL;0.156501;22.05826163291931;46.538;1.697;9.231;8.393;0.51;2.651;19.0;0.904;3.0;50.0;2.466;13.0;32;120
65;OR-Tools;0.642037;22.957921499999998;46.538;1.766;10.231;11.886;0.627;3.004;7.0;0.255;2.0;50.0;2.446;14.0;32;120
66;RL;0.18596;20.310167968273163;46.692;1.562;9.231;7.878;0.462;3.032;21.0;0.563;3.0;50.0;2.204;14.0;33;120
67;OR-Tools;0.884262;20.7001858;46.692;1.592;10.231;4.768;0.549;2.088;36.0;0.811;8.0;50.0;2.466;15.0;33;120
68;RL;0.172964;16.815929651260376;47.462;1.294;9.231;3.643;0.264;2.204;39.0;0.805;6.0;50.0;1.679;13.0;34;120
69;OR-Tools;0.930036;16.702215;47.462;1.285;10.231;5.651;0.33;2.242;30.0;0.714;5.0;50.0;1.669;13.0;34;120
70;RL;0.162965;19.979028522968292;46.0;1.537;9.231;6.0;0.565;2.048;35.0;0.529;6.0;50.0;2.283;13.0;35;120
71;OR-Tools;0.791818;20.5436625;46.0;1.58;10.231;7.234;0.622;2.088;28.0;0.357;6.0;50.0;2.473;13.0;35;120
72;RL;0.184963;15.066728681325912;45.0;1.159;9.231;10.97;0.412;3.004;9.0;0.227;1.0;50.0;1.89;13.0;36;120
73;OR-Tools;0.627143;15.178197299999999;48.75;1.265;11.0;1.357;0.425;1.414;46.0;0.641;9.0;50.0;1.902;13.0;36;120
74;RL;0.152962;20.43467427790165;47.143;1.46;8.571;6.311;0.513;1.989;26.0;0.233;4.0;50.0;2.098;11.0;37;120
75;OR-Tools;0.903124;20.73336949999999;47.143;1.481;9.571;6.62;0.597;1.91;26.0;0.196;5.0;50.0;2.271;12.0;37;120
76;RL;0.171999;22.2990428134799;45.385;1.715;9.231;12.265;0.803;3.444;5.0;0.1;1.0;50.0;2.804;15.0;38;120
77;OR-Tools;1.142052;23.166558;49.167;1.931;11.0;1.992;0.653;2.256;43.0;0.621;8.0;50.0;2.785;16.0;38;120
78;RL;0.166561;17.66950660943985;47.385;1.359;9.231;5.44;0.414;2.279;30.0;0.726;5.0;50.0;2.095;14.0;39;120
79;OR-Tools;0.846082;18.527253499999997;47.385;1.425;10.231;3.969;0.578;2.351;38.0;0.646;7.0;50.0;2.676;15.0;39;120
80;RL;0.155998;22.23043930530548;49.0;1.71;9.231;1.871;0.483;1.641;43.0;0.977;7.0;50.0;2.483;11.0;40;120
81;OR-Tools;1.162949;23.725235400000003;49.0;1.825;10.231;2.483;0.609;1.878;41.0;0.403;7.0;50.0;2.598;13.0;40;120
82;RL;0.164964;17.847390294075012;45.923;1.373;9.231;6.383;0.386;2.455;27.0;0.468;3.0;50.0;1.906;13.0;41;120
83;OR-Tools;0.577121;19.1894147;49.75;1.599;11.0;0.452;0.625;1.651;49.0;0.706;9.0;50.0;3.191;14.0;41;120
84;RL;0.197961;19.55486038327217;44.714;1.397;8.571;8.014;0.607;2.311;23.0;0.3;3.0;50.0;2.17;12.0;42;120
85;OR-Tools;0.797038;19.128806800000003;48.154;1.471;10.231;5.771;0.55;2.522;29.0;0.488;6.0;50.0;2.355;17.0;42;120
86;RL;0.172966;21.590001560747623;45.231;1.661;9.231;11.039;0.66;3.244;15.0;0.124;2.0;50.0;2.537;14.0;43;120
87;OR-Tools;0.610185;22.954113099999997;49.0;1.913;11.0;3.162;0.523;1.595;39.0;0.762;9.0;50.0;2.628;15.0;43;120
88;RL;0.166996;20.554002940654755;46.923;1.581;9.231;5.923;0.582;2.619;29.0;0.561;4.0;50.0;2.554;14.0;44;120
89;OR-Tools;0.982773;20.9344365;46.923;1.61;10.231;4.89;0.513;2.351;33.0;0.823;6.0;50.0;2.424;14.0;44;120
90;RL;0.168963;16.77910417318344;47.714;1.199;8.571;4.581;0.411;1.284;33.0;0.635;7.0;50.0;1.853;11.0;45;120
91;OR-Tools;1.137326;17.9470613;47.714;1.282;9.571;3.604;0.439;1.342;39.0;0.604;7.0;50.0;1.904;12.0;45;120
92;RL;0.186962;16.511524349451065;44.929;1.179;8.571;11.069;0.435;2.793;7.0;0.172;1.0;50.0;1.825;13.0;46;120
93;OR-Tools;1.289617;16.7779537;48.385;1.291;10.231;3.042;0.381;1.589;39.0;0.63;8.0;50.0;1.976;13.0;46;120
94;RL;0.168001;22.373629868030548;45.615;1.721;9.231;9.588;0.629;2.619;15.0;0.593;2.0;50.0;2.444;12.0;47;120
95;OR-Tools;0.657368;22.7219547;49.417;1.893;11.0;1.24;0.609;1.859;46.0;0.742;8.0;50.0;2.663;14.0;47;120
96;RL;0.173966;19.48099422454834;47.385;1.499;9.231;7.101;0.566;1.922;24.0;0.494;4.0;50.0;2.206;12.0;48;120
97;OR-Tools;0.930348;20.175063299999998;47.385;1.552;10.231;4.253;0.591;1.423;38.0;0.56;8.0;50.0;2.208;13.0;48;120
98;RL;0.19159;18.72576931118965;45.917;1.56;10.0;10.166;0.546;2.558;14.0;0.442;3.0;50.0;2.481;13.0;49;120
99;OR-Tools;0.885183;18.425734400000003;45.917;1.535;11.0;10.37;0.725;3.162;14.0;0.321;3.0;50.0;2.934;16.0;49;120
100;RL;0.169968;19.31662082672119;48.615;1.486;9.231;1.895;0.463;1.589;44.0;0.64;6.0;50.0;2.227;12.0;50;120
101;OR-Tools;1.029038;20.247383599999996;48.615;1.557;10.231;2.219;0.603;1.481;42.0;0.352;7.0;50.0;2.523;13.0;50;120
102;RL;0.171966;19.246893227100372;47.692;1.481;9.231;5.75;0.519;2.386;29.0;0.596;5.0;50.0;2.111;13.0;51;120
103;OR-Tools;0.889161;19.6048896;47.692;1.508;10.231;3.987;0.59;2.421;39.0;0.665;7.0;50.0;2.558;16.0;51;120
104;RL;0.173956;16.606712490320206;44.615;1.277;9.231;12.946;0.473;2.862;2.0;0.162;2.0;50.0;2.113;15.0;52;120
105;OR-Tools;0.658186;18.1881659;48.333;1.516;11.0;3.284;0.471;1.595;40.0;0.799;9.0;50.0;2.323;14.0;52;120
106;RL;0.176997;17.654574632644653;45.615;1.358;9.231;9.143;0.552;2.743;16.0;0.585;3.0;50.0;2.077;13.0;53;120
107;OR-Tools;0.754691;18.3997036;49.417;1.533;11.0;0.9;0.528;2.216;47.0;0.889;8.0;50.0;2.831;15.0;53;120
108;RL;0.173968;18.848360896110535;46.692;1.45;9.231;6.701;0.413;2.088;25.0;0.579;4.0;50.0;2.057;13.0;54;120
109;OR-Tools;1.306608;19.3187982;46.692;1.486;10.231;7.889;0.494;2.166;21.0;0.472;6.0;50.0;2.097;14.0;54;120
110;RL;0.16849;20.526152104139328;45.571;1.466;8.571;9.605;0.638;2.875;22.0;0.272;3.0;50.0;2.586;13.0;55;120
111;OR-Tools;0.869587;20.0164027;49.077;1.54;10.231;2.178;0.614;1.641;42.0;0.544;8.0;50.0;2.358;13.0;55;120
112;RL;0.184294;19.945665180683136;46.0;1.534;9.231;9.747;0.555;2.522;14.0;0.235;2.0;50.0;2.161;13.0;56;120
113;OR-Tools;0.724145;20.6724936;49.833;1.723;11.0;0.577;0.505;1.206;48.0;0.583;9.0;50.0;2.618;13.0;56;120
114;RL;0.194488;21.406245321035385;44.692;1.647;9.231;12.298;0.663;2.743;17.0;0.464;3.0;50.0;2.651;12.0;57;120
115;OR-Tools;0.829432;21.612285;48.417;1.801;11.0;4.252;0.632;2.0;35.0;0.823;7.0;50.0;2.546;14.0;57;120
116;RL;0.169963;19.88021022081375;45.385;1.529;9.231;10.211;0.647;3.004;21.0;0.366;3.0;50.0;2.374;13.0;58;120
117;OR-Tools;0.717035;20.5348042;49.167;1.711;11.0;1.337;0.633;2.132;46.0;0.817;8.0;50.0;2.439;14.0;58;120
118;RL;0.153001;19.147239543497562;45.308;1.473;9.231;11.47;0.6;3.244;8.0;0.079;1.0;50.0;2.525;14.0;59;120
119;OR-Tools;1.014036;20.1422754;49.083;1.679;11.0;1.443;0.593;1.809;45.0;0.638;8.0;50.0;2.42;13.0;59;120
120;RL;0.177961;19.403020322322845;47.917;1.617;10.0;5.089;0.595;2.335;32.0;0.672;5.0;50.0;2.642;14.0;60;120
121;OR-Tools;1.059038;20.105213499999998;47.917;1.675;11.0;3.895;0.576;2.449;37.0;0.813;7.0;50.0;2.509;16.0;60;120
122;RL;0.183963;23.55178964138031;47.286;1.682;8.571;6.044;0.46;1.555;27.0;0.856;5.0;50.0;2.331;11.0;61;120
123;OR-Tools;1.090039;22.871492000000003;47.286;1.634;9.571;3.709;0.516;1.342;37.0;0.874;7.0;50.0;2.517;11.0;61;120
124;RL;0.17596;17.46029642224312;45.231;1.343;9.231;11.114;0.512;2.92;9.0;0.215;1.0;50.0;2.021;14.0;62;120
125;OR-Tools;0.691722;18.344439599999998;49.0;1.529;11.0;2.256;0.391;1.348;42.0;0.937;9.0;50.0;2.271;13.0;62;120
126;RL;0.166963;24.14355194568634;47.077;1.857;9.231;8.067;0.579;1.641;21.0;0.901;6.0;50.0;2.925;12.0;63;120
127;OR-Tools;1.220089;24.425049599999998;47.077;1.879;10.231;6.264;0.633;2.127;28.0;1.045;7.0;50.0;2.941;14.0;63;120
128;RL;0.183963;21.24170958995819;47.429;1.517;8.571;5.229;0.596;1.989;30.0;0.681;4.0;50.0;2.657;11.0;64;120
129;OR-Tools;1.291643;20.921176799999998;47.429;1.494;9.571;5.229;0.556;2.277;30.0;0.665;5.0;50.0;2.389;14.0;64;120
130;RL;0.170006;19.82460731267929;46.231;1.525;9.231;9.194;0.472;1.964;16.0;0.657;4.0;50.0;2.3;12.0;65;120
131;OR-Tools;0.971002;20.849516300000005;46.231;1.604;10.231;9.697;0.585;2.166;15.0;0.578;4.0;50.0;2.911;13.0;65;120
132;RL;0.190962;20.40989452600479;44.643;1.458;8.571;12.01;0.624;3.18;9.0;0.142;1.0;50.0;2.581;12.0;66;120
133;OR-Tools;1.047671;20.661099699999998;48.077;1.589;10.231;2.465;0.535;1.589;42.0;0.895;8.0;50.0;2.675;14.0;66;120
134;RL;0.169968;17.996184468269348;46.385;1.384;9.231;7.066;0.4;2.421;24.0;0.678;4.0;50.0;1.93;14.0;67;120
135;OR-Tools;1.233811;18.016355700000005;46.385;1.386;10.231;5.606;0.487;2.127;33.0;0.699;7.0;50.0;2.141;13.0;67;120
136;RL;0.169963;19.803052961826324;46.769;1.523;9.231;6.057;0.49;2.166;30.0;0.667;6.0;50.0;2.237;14.0;68;120
137;OR-Tools;1.097148;20.044947700000005;46.769;1.542;10.231;5.847;0.532;2.386;29.0;0.755;5.0;50.0;2.391;16.0;68;120
138;RL;0.163966;24.062066674232483;46.75;2.005;10.0;9.382;0.692;2.828;17.0;0.486;3.0;50.0;2.909;13.0;69;120
139;OR-Tools;1.133576;25.0074366;46.75;2.084;11.0;10.644;0.74;3.49;13.0;0.554;3.0;50.0;3.087;16.0;69;120
140;RL;0.166138;19.62758642435074;48.75;1.636;10.0;1.658;0.493;1.477;45.0;0.887;8.0;50.0;2.406;12.0;70;120
141;OR-Tools;0.869369;19.922773600000003;48.75;1.66;11.0;2.05;0.518;1.537;44.0;0.856;8.0;50.0;2.499;14.0;70;120
142;RL;0.171964;20.974048376083374;45.308;1.613;9.231;11.198;0.759;2.682;11.0;0.585;3.0;50.0;2.706;13.0;71;120
143;OR-Tools;0.74239;20.432626000000003;49.083;1.703;11.0;2.275;0.678;1.477;42.0;0.623;9.0;50.0;2.558;14.0;71;120
144;RL;0.192977;18.457049429416656;46.692;1.42;9.231;5.25;0.464;1.739;30.0;0.663;6.0;50.0;2.167;12.0;72;120
145;OR-Tools;1.146415;19.3159701;46.692;1.486;10.231;6.486;0.526;1.423;30.0;0.765;8.0;50.0;2.559;12.0;72;120
146;RL;0.165996;17.861010909080505;47.25;1.488;10.0;4.093;0.425;1.907;38.0;0.753;7.0;50.0;2.084;14.0;73;120
147;OR-Tools;0.970002;18.2182457;47.25;1.518;11.0;4.093;0.573;2.663;38.0;0.7;7.0;50.0;2.447;17.0;73;120
148;RL;0.198962;17.64940357208252;48.0;1.358;9.231;3.266;0.422;1.787;38.0;0.606;6.0;50.0;1.939;13.0;74;120
149;OR-Tools;0.907242;18.8016462;48.0;1.446;10.231;4.243;0.472;1.589;35.0;0.817;7.0;50.0;2.277;13.0;74;120
150;RL;0.14696;21.575636744499207;47.077;1.66;9.231;4.173;0.454;1.423;37.0;0.861;7.0;50.0;2.316;12.0;75;120
151;OR-Tools;1.159038;21.45729;47.077;1.651;10.231;3.451;0.497;1.964;38.0;0.883;7.0;50.0;2.36;14.0;75;120
152;RL;0.181002;16.74811553955078;46.231;1.288;9.231;9.765;0.417;2.455;14.0;0.491;3.0;50.0;1.901;13.0;76;120
153;OR-Tools;0.886734;16.909834;46.231;1.301;10.231;7.395;0.506;2.279;29.0;0.428;5.0;50.0;2.183;13.0;76;120
154;RL;0.209963;21.888569951057434;49.167;1.824;10.0;1.467;0.535;1.809;45.0;0.949;7.0;50.0;2.671;13.0;77;120
155;OR-Tools;0.986419;22.146979;49.167;1.846;11.0;1.992;0.603;1.279;43.0;0.904;9.0;50.0;2.922;13.0;77;120
156;RL;0.183963;19.263657718896866;44.154;1.482;9.231;11.231;0.69;3.244;8.0;0.254;1.0;50.0;2.485;13.0;78;120
157;OR-Tools;0.985087;20.690227899999996;47.833;1.724;11.0;4.687;0.632;2.216;34.0;0.77;7.0;50.0;2.599;14.0;78;120
158;RL;0.181998;19.412461042404175;46.769;1.493;9.231;7.002;0.545;2.006;25.0;0.511;5.0;50.0;2.263;11.0;79;120
159;OR-Tools;0.958914;19.8223986;46.769;1.525;10.231;6.22;0.561;1.878;33.0;0.638;8.0;50.0;2.448;13.0;79;120
160;RL;0.163065;23.68258374929428;46.615;1.822;9.231;9.562;0.746;2.774;15.0;0.309;2.0;50.0;2.822;13.0;80;120
161;OR-Tools;1.108023;23.773593299999998;46.615;1.829;10.231;9.403;0.768;2.651;16.0;0.186;3.0;50.0;3.208;15.0;80;120
162;RL;0.181583;18.07901656627655;47.538;1.391;9.231;4.115;0.424;1.878;38.0;0.679;6.0;50.0;2.032;12.0;81;120
163;OR-Tools;0.738551;18.702814999999998;47.538;1.439;10.231;3.799;0.531;2.048;38.0;0.459;6.0;50.0;2.594;14.0;81;120
164;RL;0.183003;18.598861515522003;48.5;1.55;10.0;3.425;0.614;2.045;38.0;0.289;6.0;50.0;2.185;13.0;82;120
